CustomerID,recency,frequency,monetary
15883,23.2881944444444,2,396.48
17097,23.2881944444444,9,937.92
17449,23.2944444444444,8,2504.86
17735,23.3006944444444,19,13110.02
13756,23.3027777777778,15,5145.12
16672,23.3131944444444,23,8093.59
12569,23.3166666666667,35,4064.99
12783,23.3361111111111,8,1603.87
14189,23.3368055555556,24,4604.31
12347,23.3388888888889,7,4310
12471,23.3451388888889,49,18740.92
15525,23.3479166666667,4,811.02
14032,23.3590277777778,18,2929.84
13769,23.3694444444444,16,2771.87
16525,23.3701388888889,29,11895.57
17870,23.3701388888889,13,1889.4
12615,23.3736111111111,4,2291.19
13767,23.375,52,16945.71
16779,23.3791666666667,28,10454.05
13534,23.3805555555556,43,5613.08
15701,23.3895833333333,4,1542.14
12747,23.3930555555556,11,4196.01
14395,23.3930555555556,12,3471.91
14739,23.3944444444444,8,3899.1
15471,23.4083333333333,1,469.48
17266,23.4083333333333,3,310.64
12462,23.4152777777778,4,1124.01
16426,23.4159722222222,10,1908.25
17602,23.4215277777778,8,5050.77
14085,23.4263888888889,19,4435.79
14204,23.4319444444444,1,161.03
14132,23.4340277777778,12,3580.13
13870,23.4423611111111,10,2751.25
12950,23.4465277777778,3,1843
18273,23.4472222222222,3,204
17434,23.4472222222222,9,2333.42
18092,23.4486111111111,12,9065.76
16368,23.45,2,497.43
17590,23.4618055555556,3,1479.22
14904,23.4618055555556,2,1025.44
16393,23.4645833333333,20,2941.05
18237,23.4659722222222,5,987.1
12785,23.4680555555556,2,305.71
16271,23.46875,6,1423.29
18272,23.4701388888889,7,3064.78
14087,23.4715277777778,2,181.67
13109,23.4736111111111,5,766.84
15750,23.4763888888889,9,2451.23
12839,23.4770833333333,16,5583.62
15136,23.4819444444444,5,1282.45
17042,23.4819444444444,5,1044.38
17232,23.4854166666667,2,421.52
15195,23.4861111111111,1,3861
14534,23.4868055555556,25,4075.35
14527,23.4868055555556,86,7711.38
16000,23.4881944444444,3,12393.7
16678,23.4881944444444,17,3013.83
15984,23.4888888888889,11,2816.97
13668,23.4902777777778,29,6216.07
17835,23.5083333333333,3,350.64
18219,23.5118055555556,11,2019.77
13685,23.5131944444444,7,3119.44
17412,23.5166666666667,7,1258.06
17238,23.5173611111111,17,3744.65
15568,23.5229166666667,3,758.29
12375,23.5229166666667,3,455.42
16191,23.5236111111111,25,4913.32
13882,23.5305555555556,6,1131.28
13267,23.5333333333333,27,4404.44
15969,23.5375,4,582.9
16817,23.5395833333333,13,1446.95
17049,23.55,11,5594.78
17091,23.5534722222222,10,3802.81
12826,23.5659722222222,8,1468.12
14769,23.5666666666667,10,10641.6
17511,23.575,46,88125.38
14794,23.5756944444444,9,1272.11
13743,23.5770833333333,8,1340.15
14910,23.5791666666667,7,389.86
14141,23.5881944444444,6,879.03
13949,23.6006944444444,6,2427.32
16458,23.6013888888889,18,3482.74
17017,23.6027777777778,27,8574.11
13014,23.6083333333333,16,3365.43
17503,23.6125,2,558.96
16971,23.6145833333333,2,232.21
13089,23.6236111111111,118,57385.88
12912,23.6284722222222,5,1662.3
12828,23.6354166666667,6,1018.71
16539,23.6381944444444,4,1388.81
14708,23.6520833333333,4,1096.67
12583,23.6618055555556,18,7187.34
12720,23.6645833333333,29,5713.28
17883,24.2576388888889,4,671.77
16987,24.2736111111111,7,1625.05
15023,24.2756944444444,12,6763.16
14578,24.2791666666667,1,168.63
13323,24.2833333333333,5,787.85
14282,24.2888888888889,15,3729.34
12709,24.3041666666667,26,9294.1
18154,24.3048611111111,2,399.19
12650,24.3097222222222,1,314.44
16711,24.3111111111111,5,1651.03
17861,24.31875,9,2059.2
16201,24.3319444444444,5,1821.52
17730,24.3451388888889,15,5288.83
12362,24.3472222222222,13,5154.58
16569,24.3527777777778,1,124.2
12989,24.3555555555556,19,6854.51
14293,24.3631944444444,4,1046.56
12820,24.3666666666667,4,942.34
15194,24.3680555555556,22,7521.17
14298,24.3722222222222,45,50862.44
15814,24.3743055555556,6,1842.73
16076,24.3756944444444,11,2173.53
15622,24.3770833333333,16,3224.53
14216,24.3777777777778,4,1839.3
12417,24.3805555555556,12,3578.8
16554,24.3805555555556,7,641.55
15822,24.3819444444444,2,885.47
14868,24.3826388888889,9,2939.64
14572,24.3888888888889,10,2803.69
17119,24.3888888888889,3,593.61
16016,24.3923611111111,10,1483.31
14673,24.3951388888889,5,1736.4
12442,24.4013888888889,1,172.06
12967,24.4034722222222,4,1194.75
14907,24.4069444444444,10,3478.85
16143,24.4076388888889,7,2419.84
16571,24.4118055555556,5,1285.22
13362,24.41875,5,3085.49
17705,24.4270833333333,10,1781.12
14871,24.4291666666667,4,522.38
17857,24.4298611111111,25,26763.34
14503,24.4375,6,3543.26
13225,24.4381944444444,8,6083.04
18225,24.4395833333333,17,5361.02
16495,24.4444444444444,3,684.41
13507,24.4493055555556,4,2479.16
13104,24.4513888888889,6,1098.48
16313,24.4569444444444,2,274.15
13881,24.4652777777778,22,16989.52
16528,24.46875,1,244.41
17290,24.4736111111111,2,525.24
13199,24.4791666666667,39,9803.96
17481,24.4805555555556,5,1249.34
14071,24.48125,9,1307.41
13755,24.4819444444444,10,2154.68
14110,24.4819444444444,13,5669.65
16353,24.4840277777778,23,6675.71
16979,24.4854166666667,8,1809.05
15907,24.4854166666667,3,967.45
12971,24.4861111111111,89,10930.26
14121,24.4868055555556,6,2740.3
16620,24.4868055555556,2,178.96
14113,24.4875,8,1377.92
17346,24.4875,16,2611.58
17250,24.4895833333333,2,384.52
17744,24.4923611111111,7,2291.08
14735,24.49375,34,5807.69
15061,24.4958333333333,55,54228.74
18283,24.4986111111111,16,2094.88
17914,24.5013888888889,1,336.43
16790,24.5048611111111,8,1520.12
18005,24.50625,2,249.72
16764,24.5131944444444,18,2758.25
12753,24.5138888888889,11,21024.01
14418,24.5145833333333,3,1937.25
14825,24.5152777777778,12,2226.91
17884,24.51875,4,717.45
15318,24.5208333333333,1,312.62
15157,24.5222222222222,5,1869.5
16133,24.525,46,14305.66
16949,24.5368055555556,7,1161.27
14547,24.5375,9,3986.74
13994,24.5381944444444,6,2313.14
14562,24.5381944444444,22,4709.22
15992,24.5416666666667,1,41.99
16015,24.5430555555556,4,690.54
13255,24.5444444444444,3,390.66
14869,24.5451388888889,3,721.95
13914,24.5458333333333,3,613.95
14655,24.5472222222222,5,1930.15
16013,24.5583333333333,54,33366.25
14543,24.5611111111111,21,2916.17
17593,24.5625,6,3911.56
12877,24.5625,12,1535.77
13709,24.5638888888889,17,6249.11
12723,24.5701388888889,5,725.07
14737,24.5722222222222,3,1164.55
12682,24.5833333333333,31,12288.22
12749,24.5861111111111,8,3868.2
12478,24.5861111111111,1,680.99
12921,24.5861111111111,50,16389.74
18167,24.5909722222222,6,1355.51
17611,24.5930555555556,19,3947.87
12584,24.6006944444444,18,1893.95
13694,24.6027777777778,60,62653.1
17659,24.6048611111111,14,2954.75
12479,24.6076388888889,3,477.3
17666,24.6208333333333,2,728.16
14140,24.6215277777778,3,920.05
12716,24.6284722222222,2,1053.49
17728,24.6305555555556,5,2515.68
12766,24.6347222222222,7,6989.63
16929,24.6409722222222,7,1295.39
17383,25.2666666666667,1,199.29
15145,25.2770833333333,4,1194.73
14096,25.2798611111111,34,57120.91
15932,25.2826388888889,11,2461.85
15856,25.2854166666667,31,16173.67
13985,25.2875,16,7024.53
15274,25.29375,2,716.57
14629,25.2951388888889,3,939.21
13079,25.2965277777778,5,220.1
14608,25.2972222222222,4,1785.15
12367,25.3,1,168.9
13021,25.3076388888889,12,2584.4
18030,25.3076388888889,3,220.7
16057,25.3083333333333,10,2140.22
14198,25.3097222222222,7,663.5
14546,25.3104166666667,9,2487.02
12957,25.3111111111111,12,3979.04
12683,25.3118055555556,20,8221.09
17404,25.3152777777778,18,30300.82
14793,25.3159722222222,2,214.14
14219,25.3173611111111,1,89.94
17426,25.325,7,5022.26
13230,25.33125,15,2763.41
16600,25.3333333333333,6,813.52
15690,25.3340277777778,2,239.76
13173,25.3395833333333,2,353.65
13790,25.3416666666667,1,348.8
16597,25.3444444444444,1,90.04
12994,25.3451388888889,5,902.22
16379,25.3486111111111,5,2131.9
15550,25.3486111111111,4,575.63
17676,25.3638888888889,7,1383.27
13305,25.3645833333333,10,2000.86
16968,25.3736111111111,2,439.43
13083,25.3743055555556,2,303.75
13001,25.38125,15,9797.92
18015,25.3826388888889,1,120.03
18198,25.3826388888889,21,5083.06
16200,25.3888888888889,2,1080.62
17817,25.3895833333333,3,387.68
15640,25.3923611111111,17,12433.34
17920,25.3965277777778,17,4204.1
18044,25.3986111111111,11,2085.65
15031,25.4034722222222,4,668.14
16684,25.4125,31,65892.08
15097,25.4145833333333,1,248.08
15621,25.4159722222222,6,1158.77
17218,25.4222222222222,10,1960.72
16592,25.4243055555556,19,4073.28
17811,25.4263888888889,51,7677.71
17090,25.4277777777778,8,2041.85
14696,25.4284722222222,9,2070.97
15854,25.43125,12,2974.65
17706,25.4347222222222,22,10097.37
16851,25.4361111111111,3,342.45
14401,25.4375,14,4039.98
14777,25.4444444444444,2,-17.45
12628,25.4479166666667,4,769.61
14083,25.4486111111111,9,1018.43
16904,25.4513888888889,16,3754.27
13311,25.4618055555556,2,598.57
16910,25.4645833333333,8,1510.06
17254,25.4680555555556,2,272.44
12381,25.4694444444444,6,1803.96
15033,25.4722222222222,11,2571.02
16746,25.4770833333333,19,6694.31
14649,25.4791666666667,4,1417.29
14060,25.4798611111111,20,6135.38
17579,25.4805555555556,4,440.2
16360,25.4888888888889,8,3411.69
16682,25.4909722222222,5,1028
12913,25.4923611111111,5,2483.63
17006,25.49375,4,781.78
15053,25.4944444444444,3,697.79
16873,25.4965277777778,10,7066.31
16500,25.4972222222222,6,400.86
14759,25.4979166666667,3,1625.97
15290,25.5145833333333,21,7803.77
16811,25.5145833333333,2,547.07
16642,25.5201388888889,3,679.83
16149,25.5215277777778,2,280.52
12841,25.5326388888889,26,3876.4
12925,25.5340277777778,2,694.05
15392,25.5409722222222,5,1515.73
14194,25.5569444444444,32,11216.75
15628,25.5666666666667,10,2865.64
14931,25.5701388888889,6,964.68
16513,25.5708333333333,4,874.59
17402,25.5729166666667,13,2633.85
12646,25.5736111111111,2,1346.97
15572,25.5770833333333,7,2552.86
13126,25.5833333333333,10,2056.29
12782,25.6138888888889,6,2273.32
15358,25.6222222222222,29,8234.8
13417,25.6326388888889,2,640.83
18180,25.6395833333333,6,1843.75
14075,25.6402777777778,3,942.26
12490,26.3284722222222,10,5417.93
12724,26.3319444444444,4,1031.41
16988,26.3319444444444,1,126.12
14102,26.3486111111111,8,1314.73
14658,26.3506944444444,2,247.15
13736,26.3618055555556,3,724
16535,26.3625,1,593.75
13630,26.3638888888889,11,1995.68
13704,26.3659722222222,10,2295.31
17827,26.375,5,1995.46
13435,26.3756944444444,9,3794.49
17173,26.3888888888889,9,3755.65
17954,26.40625,16,2295.37
17750,26.4104166666667,9,1797.57
16905,26.4159722222222,8,3085.48
14456,26.4173611111111,14,3047.63
12673,26.4201388888889,2,610.52
12560,26.4208333333333,4,2101.39
12719,26.4270833333333,3,608.1
15867,26.4326388888889,16,3797.79
13319,26.4347222222222,36,10664.34
17936,26.4361111111111,1,389.84
13956,26.4444444444444,5,1026.42
16931,26.4479166666667,21,4604.22
17131,26.4638888888889,5,2463.17
15773,26.4666666666667,1,635.68
16033,26.4694444444444,27,8727.61
14583,26.4777777777778,5,1052.55
13808,26.4875,5,1747.66
17114,26.4881944444444,10,747.22
12827,26.4881944444444,3,430.15
13153,26.4902777777778,1,486.22
13822,26.4909722222222,2,632
16283,26.4944444444444,7,1531.51
14720,26.4986111111111,3,663.81
13596,26.4993055555556,2,697.04
17858,26.5027777777778,12,5155.66
16561,26.5069444444444,2,511.12
17618,26.5069444444444,3,971.58
14354,26.5194444444444,2,163.62
13558,26.525,4,605.06
13838,26.5416666666667,4,691.73
17629,26.5444444444444,9,1784.12
16438,26.5479166666667,5,798.35
12952,26.5590277777778,5,1382.84
18065,26.5625,15,2380.08
16326,26.5756944444444,15,3085.96
14031,28.2826388888889,23,14634.64
17584,28.2833333333333,3,1227.3
14788,28.2875,2,679.44
16359,28.2888888888889,12,1460.37
18174,28.2944444444444,1,104
16989,28.30625,6,1133.25
13309,28.3097222222222,5,1456.79
13868,28.3111111111111,2,3192.54
13884,28.3125,6,781.3
14865,28.3159722222222,2,52.2
14493,28.3236111111111,7,2362.84
13953,28.3305555555556,7,3515.68
12962,28.3368055555556,2,266.39
13017,28.3381944444444,1,204
17567,28.3416666666667,10,4012.56
15078,28.3465277777778,38,9623.35
17686,28.3479166666667,7,5739.46
13458,28.3548611111111,22,9537.92
14560,28.3597222222222,24,2174.18
13969,28.3673611111111,20,8986.69
12668,28.3680555555556,6,3743.18
18245,28.3833333333333,8,2507.56
15570,28.3840277777778,13,4109.97
12970,28.3958333333333,4,452.24
14250,28.3958333333333,3,1904.05
18055,28.3993055555556,11,6752.14
16103,28.4055555555556,6,1429.64
15271,28.4090277777778,16,2485.82
14023,28.4180555555556,2,584.07
17086,28.4208333333333,6,2050.08
15769,28.4222222222222,29,51823.72
13780,28.4243055555556,2,360.01
15539,28.4333333333333,1,538.46
17221,28.4340277777778,2,335.13
14594,28.4388888888889,2,379.83
12695,28.4430555555556,4,582.1
14428,28.4465277777778,7,1230.14
12704,28.4479166666667,10,2220.84
15123,28.45,2,2199.31
13560,28.4506944444444,1,174.37
16474,28.4569444444444,11,1811.47
15547,28.4638888888889,14,4954.84
12587,28.4673611111111,1,144
18144,28.4680555555556,12,2888.75
12536,28.4701388888889,5,4106.82
16759,28.4708333333333,4,772.84
16038,28.4722222222222,4,454.33
13705,28.4777777777778,3,711.86
14688,28.4819444444444,27,5107.38
16333,28.4868055555556,22,26626.8
14092,28.4909722222222,17,4063.1
17495,28.4944444444444,2,497.56
16899,28.4979166666667,6,1281.56
16440,28.4986111111111,5,3640.67
13352,28.5013888888889,2,389.28
14292,28.5069444444444,14,4819.33
14126,28.5104166666667,4,643.63
18282,28.5118055555556,3,176.6
12465,28.5180555555556,3,733.89
17386,28.5222222222222,6,2686.42
13495,28.5270833333333,6,1990.12
12359,28.5270833333333,6,6245.53
18097,28.5305555555556,7,2692.85
12856,28.5472222222222,8,2162.68
12700,28.5493055555556,6,4867.99
17942,28.5520833333333,1,77.5
14897,28.5611111111111,4,1366.38
13183,28.5625,9,3957.78
12762,28.5673611111111,2,1898.52
12364,28.5680555555556,4,1313.1
17183,28.5784722222222,8,3286.91
12684,28.5881944444444,7,2283.63
13297,28.6027777777778,4,2089.85
14895,28.6090277777778,24,11020.26
17157,28.6180555555556,3,306.55
17566,29.1708333333333,2,901.21
15531,29.2201388888889,2,2007.44
17576,29.2416666666667,22,3457.78
12562,29.2777777777778,7,3781.74
12664,29.2868055555556,10,4863.88
12553,29.3069444444444,14,3652.25
16011,29.3118055555556,16,3362.71
14766,29.3298611111111,8,2423.07
14299,29.3298611111111,18,2855.35
17350,29.3423611111111,5,1256.19
14440,29.3458333333333,5,2357.68
15948,29.3527777777778,2,955.24
16169,29.3555555555556,4,1822.97
15144,29.3666666666667,18,6530.04
16789,29.3666666666667,1,80.8
16242,29.3666666666667,8,3598.26
16119,29.3673611111111,2,423.36
13171,29.3708333333333,5,426.81
15373,29.3715277777778,13,2213.11
15904,29.3819444444444,1,164.68
17293,29.3909722222222,9,1875.11
14732,29.3930555555556,10,2686.34
17115,29.3958333333333,5,806.9
14262,29.4048611111111,8,2618.23
15602,29.4069444444444,15,1083.63
17014,29.4104166666667,4,565.58
15028,29.4125,4,627.13
16813,29.4145833333333,10,1692.98
16240,29.4152777777778,5,3693.81
15060,29.4256944444444,4,303.09
12919,29.4256944444444,8,1301.44
15500,29.4256944444444,4,1131.56
17321,29.4298611111111,2,700.86
16966,29.4305555555556,10,2148.47
15434,29.4354166666667,6,997.48
14309,29.4354166666667,10,2319.68
18077,29.4361111111111,11,2633.01
17450,29.4381944444444,55,187482.17
15862,29.4388888888889,4,832.88
14287,29.4409722222222,4,151.23
17768,29.4430555555556,3,2273.18
14367,29.4451388888889,19,9167.82
18122,29.4527777777778,6,1826.21
12963,29.4618055555556,9,1841.03
14960,29.4625,2,221.27
16156,29.4708333333333,13,3024.62
13090,29.4729166666667,18,8689.39
14659,29.4881944444444,12,2456.53
12951,29.4902777777778,8,1042.07
15380,29.4909722222222,6,1682.36
14178,29.4993055555556,7,1620.93
17381,29.5006944444444,30,20272.43
15021,29.5048611111111,13,1872.28
15172,29.50625,5,1624.05
17937,29.5104166666667,7,4301.22
14289,29.5111111111111,6,911.26
14047,29.5118055555556,7,1290.01
16376,29.5152777777778,3,977.52
14804,29.5277777777778,1,353.27
13159,29.5277777777778,5,1379.75
15745,29.5291666666667,6,1071.24
14388,29.5326388888889,10,3172.04
14243,29.5333333333333,14,2535.88
16701,29.5347222222222,18,5150.27
16700,29.5416666666667,17,5040
15993,29.5520833333333,10,2756.82
13040,29.5569444444444,2,676.99
16145,29.5604166666667,18,3741.98
16496,29.5618055555556,4,1562.22
16938,29.5694444444444,5,1903.13
14146,29.5708333333333,6,2949.57
15101,29.5708333333333,3,310.03
13509,29.5763888888889,7,979.72
12901,29.5784722222222,36,16293.1
14188,29.5930555555556,10,2018.91
14853,29.5944444444444,3,463.05
14860,29.5944444444444,2,168.62
14950,29.5958333333333,2,361.25
13115,29.5979166666667,14,2205.63
15563,29.6,7,1319.69
17828,29.6013888888889,9,1599.97
12572,29.6111111111111,3,1004.72
14389,29.6118055555556,5,999.72
15544,29.6138888888889,11,3542.51
16293,29.6159722222222,12,2236.74
13854,29.6208333333333,29,8025.02
17071,29.6208333333333,14,2385.48
16839,29.6229166666667,39,15357.78
17540,29.625,3,570.4
13410,29.6263888888889,7,988.91
16570,29.6277777777778,15,3622.95
14626,29.6284722222222,7,2757.07
17044,29.6291666666667,3,897.43
14525,29.6298611111111,13,4221.37
17063,29.6347222222222,11,1421.59
18130,29.6381944444444,4,1045.74
13365,29.6395833333333,3,2191.22
15687,29.64375,11,2981.5
17636,29.6465277777778,2,265.93
14329,29.6479166666667,14,4928.74
13971,29.6479166666667,11,2702.22
13310,29.6506944444444,6,1083.63
13644,29.6541666666667,5,2597.52
15197,29.6569444444444,5,656.44
13853,29.6583333333333,2,1056.94
16717,30.2625,9,3278.36
15676,30.2645833333333,5,3324.09
15444,30.2659722222222,2,1418.26
13050,30.2722222222222,28,5684.61
12429,30.2763888888889,4,3750.4
17340,30.2833333333333,16,11891.18
18059,30.2902777777778,4,296.71
16101,30.2958333333333,3,1245.96
16265,30.3048611111111,11,5423.15
16915,30.30625,6,621.68
14713,30.3152777777778,12,2664.26
18179,30.3173611111111,6,1793.17
18158,30.3201388888889,3,451.75
12882,30.3208333333333,2,1463.04
17288,30.3270833333333,7,1419.73
15046,30.3402777777778,16,5064.01
12714,30.3451388888889,5,4708.86
12784,30.3486111111111,2,574.42
17736,30.35,4,337.49
14385,30.35,3,202.11
12524,30.3534722222222,8,4485.72
14258,30.35625,10,12650.08
17727,30.3604166666667,2,1042.55
17737,30.3638888888889,2,168.24
13212,30.3666666666667,4,780.58
15793,30.3694444444444,4,948.96
14936,30.3701388888889,9,8117.42
17096,30.3715277777778,7,992.68
15251,30.3736111111111,15,10327.11
14644,30.3763888888889,4,780.46
14733,30.3791666666667,15,9451.54
17911,30.3805555555556,1,366.23
14875,30.3881944444444,5,1448.72
12528,30.3888888888889,8,1922.28
16956,30.3972222222222,2,292.34
15467,30.4048611111111,4,511.88
15712,30.4104166666667,5,1072.36
14448,30.4236111111111,2,375.35
16712,30.425,11,3645.43
15680,30.4263888888889,3,1333.68
14618,30.4270833333333,4,538.59
18230,30.4430555555556,10,2716.6
17502,30.4493055555556,4,689.1
15654,30.4527777777778,2,922.53
13012,30.4548611111111,11,1311.62
14005,30.4715277777778,5,2874.72
12966,30.4736111111111,1,160.18
15611,30.475,15,1568.39
16361,30.4777777777778,4,896.66
15152,30.4777777777778,16,4684.24
14893,30.4784722222222,2,1237.85
12598,30.4875,9,3002.68
14963,30.4888888888889,5,1487.8
16062,30.4895833333333,4,1153.62
18241,30.4930555555556,18,2058.09
15024,30.4958333333333,10,1661.33
13647,30.5,5,1670.22
15394,30.5076388888889,4,2183.54
16657,30.5083333333333,4,933.62
16115,30.5194444444444,8,1667.97
15039,30.5201388888889,52,19786.44
14755,30.525,12,4965.38
16241,30.5361111111111,13,2607.87
14156,30.5458333333333,66,113384.14
15782,30.5493055555556,4,2593.94
12630,30.55,2,1270.88
13203,30.5520833333333,4,869.46
15073,30.5527777777778,4,612.43
14540,30.5729166666667,3,996.26
13658,30.5743055555556,7,2421.47
14062,30.5805555555556,12,10464.85
15414,30.5902777777778,3,774.9
13784,30.6020833333333,11,2462.79
12953,30.6083333333333,1,329.85
12494,30.6104166666667,13,1139.35
12488,30.6319444444444,3,1298.66
12787,30.6361111111111,3,463.66
18058,30.6402777777778,1,170.16
15113,30.6506944444444,4,3439.41
16295,30.6548611111111,4,1328.55
15903,30.6611111111111,8,5126.34
14432,30.6638888888889,6,2255.51
14836,31.3020833333333,3,102.45
14554,31.3027777777778,4,2381.04
15297,31.3111111111111,4,635.04
15089,31.3118055555556,6,2420.84
14088,31.3222222222222,14,50415.49
17682,31.3340277777778,7,2459.33
12798,31.3388888888889,3,6977.04
14349,31.3479166666667,1,133.5
18161,31.3486111111111,6,1612.79
13576,31.3513888888889,20,6703.3
17468,31.3520833333333,2,137
14723,31.3590277777778,6,1158.3
12670,31.3590277777778,6,2986.15
16775,31.3597222222222,11,1695.66
13198,31.3631944444444,8,3384.09
16549,31.3708333333333,10,4154.64
13068,31.375,2,344
14711,31.3763888888889,12,2838.2
15790,31.3798611111111,1,220.85
13211,31.3868055555556,3,1197.42
15615,31.3875,27,10360.04
13428,31.4027777777778,1,218.47
14824,31.4027777777778,4,1127.71
15239,31.4069444444444,3,764.34
13147,31.4173611111111,4,712.8
17101,31.41875,4,1621.73
14390,31.4243055555556,13,4592.47
15206,31.4298611111111,4,420.3
16479,31.4305555555556,2,300.83
13999,31.4305555555556,15,3865.26
12464,31.4354166666667,8,1212.05
14235,31.4402777777778,6,3093.86
16852,31.4430555555556,2,144.91
14785,31.44375,2,77.4
16782,31.4444444444444,19,2242.25
17466,31.4479166666667,2,763.28
14125,31.4673611111111,3,2740.43
